Age,Gender,Weight (kg),BMI,Avg_BPM,Session_Duration (hours),Calories_Burned,source,Exercise_Intensity,Weather_Conditions,Max_BPM_calc,HR_Intensity_Ratio,HR_Duration,Intensity_Duration,Weight_Duration,BMI_Duration,log_Calories
49,0,68.3,29.56,150,1.45,979.0,0,5.0,1,171,0.8771929824561403,217.5,7.25,99.035,42.861999999999995,6.887552571664617
21,1,88.4,34.53,121,1.71,1138.0,0,5.0,1,199,0.6080402010050251,206.91,8.55,151.16400000000002,59.0463,7.037905963447182
28,1,66.0,18.28,158,1.18,1025.0,0,5.0,1,192,0.8229166666666666,186.44,5.8999999999999995,77.88,21.5704,6.933423025730715
34,1,71.9,26.73,134,1.26,929.0,0,5.0,1,186,0.7204301075268817,168.84,6.3,90.59400000000001,33.6798,6.835184586147301
55,1,75.6,25.85,130,1.03,663.0,0,5.0,1,165,0.7878787878787878,133.9,5.15,77.868,26.625500000000002,6.498282149476434
41,0,63.4,25.08,153,1.84,1267.0,0,5.0,1,179,0.8547486033519553,281.52000000000004,9.200000000000001,116.656,46.1472,7.145196134997171
22,0,71.6,22.85,158,1.49,1177.0,0,5.0,1,198,0.797979797979798,235.42,7.45,106.684,34.0465,7.071573364211532
51,0,57.4,18.32,123,1.08,598.0,0,5.0,1,169,0.727810650887574,132.84,5.4,61.992000000000004,19.785600000000002,6.395261598115449
23,1,83.8,21.16,130,1.79,1280.0,0,5.0,1,197,0.6598984771573604,232.70000000000002,8.95,150.002,37.876400000000004,7.155396301896734
39,0,55.9,19.12,148,1.95,1443.0,0,5.0,1,181,0.8176795580110497,288.59999999999997,9.75,109.005,37.284,7.275172319452771
28,1,87.0,28.09,121,1.2,799.0,0,5.0,1,192,0.6302083333333334,145.2,6.0,104.39999999999999,33.708,6.684611727667927
33,0,65.3,22.33,135,1.18,796.0,0,5.0,1,187,0.7219251336898396,159.29999999999998,5.8999999999999995,77.05399999999999,26.349399999999996,6.680854678790215
50,1,45.4,16.28,158,1.37,1071.0,0,5.0,1,170,0.9294117647058824,216.46,6.8500000000000005,62.198,22.303600000000003,6.977281341630747
26,1,87.1,24.91,132,1.71,1241.0,0,5.0,1,194,0.6804123711340206,225.72,8.55,148.94099999999997,42.5961,7.124478262493424
23,0,78.6,26.26,156,1.47,1147.0,0,5.0,1,197,0.7918781725888325,229.32,7.35,115.54199999999999,38.6022,7.045776576879511
33,0,78.0,26.67,136,1.08,734.0,0,5.0,1,187,0.7272727272727273,146.88,5.4,84.24000000000001,28.803600000000003,6.5998704992128365
46,0,58.0,24.78,140,1.83,1153.0,0,5.0,1,174,0.8045977011494253,256.2,9.15,106.14,45.3474,7.050989447068045
20,0,71.3,24.96,163,1.28,1043.0,0,5.0,1,200,0.815,208.64000000000001,6.4,91.264,31.948800000000002,6.950814768442584
37,1,49.1,16.22,138,1.11,842.0,0,5.0,1,183,0.7540983606557377,153.18,5.550000000000001,54.501000000000005,18.0042,6.736966958001855
53,0,78.3,28.76,126,1.24,703.0,0,5.0,1,167,0.7544910179640718,156.24,6.2,97.092,35.662400000000005,6.556778356158042
36,0,57.3,21.3,157,1.13,887.0,0,5.0,1,184,0.8532608695652174,177.41,5.6499999999999995,64.749,24.069,6.78897174299217
43,0,48.4,18.67,127,1.28,732.0,0,5.0,1,177,0.7175141242937854,162.56,6.4,61.952,23.897600000000004,6.597145701886651
20,1,76.4,29.11,132,1.35,980.0,0,5.0,1,200,0.66,178.20000000000002,6.75,103.14000000000001,39.298500000000004,6.8885724595653635
36,1,110.2,35.18,156,1.19,1021.0,0,5.0,1,184,0.8478260869565217,185.64,5.949999999999999,131.138,41.8642,6.92951677076365
37,0,72.9,23.53,121,1.21,732.0,0,5.0,1,183,0.6612021857923497,146.41,6.05,88.209,28.4713,6.597145701886651
49,1,82.1,23.73,160,1.87,1481.0,0,5.0,1,171,0.935672514619883,299.20000000000005,9.350000000000001,153.527,44.3751,7.301147805856032
24,0,58.9,19.01,130,0.63,410.0,0,5.0,1,196,0.6632653061224489,81.9,3.15,37.107,11.976300000000002,6.018593214496234
58,1,82.2,23.51,143,1.57,1111.0,0,5.0,1,162,0.8827160493827161,224.51000000000002,7.8500000000000005,129.054,36.910700000000006,7.013915474810528
50,1,96.7,32.69,125,1.46,903.0,0,5.0,1,170,0.7352941176470589,182.5,7.3,141.182,47.727399999999996,6.806829360392176
57,1,81.4,23.53,145,1.8,1292.0,0,5.0,1,163,0.8895705521472392,261.0,9.0,146.52,42.354000000000006,7.164720378771857
56,1,107.8,36.02,126,1.09,680.0,0,5.0,1,164,0.7682926829268293,137.34,5.45,117.50200000000001,39.26180000000001,6.523562306149512
35,0,65.8,25.07,158,1.0,790.0,0,5.0,1,185,0.8540540540540541,158.0,5.0,65.8,25.07,6.673297967767654
57,0,68.5,28.15,138,1.45,900.0,0,5.0,1,163,0.8466257668711656,200.1,7.25,99.325,40.817499999999995,6.803505257608338
18,0,63.9,25.28,125,1.87,1169.0,0,5.0,1,202,0.6188118811881188,233.75,9.350000000000001,119.49300000000001,47.2736,7.064759027791802
28,1,76.3,29.07,162,1.16,1034.0,0,5.0,1,192,0.84375,187.92,5.8,88.508,33.721199999999996,6.942156705699469
45,0,44.5,16.35,148,1.44,959.0,0,5.0,1,175,0.8457142857142858,213.12,7.199999999999999,64.08,23.544,6.866933284461882
42,0,50.7,16.56,162,1.29,940.0,0,5.0,1,178,0.9101123595505618,208.98000000000002,6.45,65.403,21.362399999999997,6.846943139585379
40,0,55.1,21.26,158,1.55,1224.0,0,5.0,1,180,0.8777777777777778,244.9,7.75,85.405,32.953,7.110696122978827
48,1,73.7,28.43,121,1.36,815.0,0,5.0,1,172,0.7034883720930233,164.56,6.800000000000001,100.23200000000001,38.6648,6.704414354964107
47,1,55.6,17.75,138,1.2,820.0,0,5.0,1,173,0.7976878612716763,165.6,6.0,66.72,21.3,6.710523109452428
59,1,86.9,28.05,123,1.13,688.0,0,5.0,1,161,0.7639751552795031,138.98999999999998,5.6499999999999995,98.197,31.696499999999997,6.535241271013659
52,0,60.3,21.36,125,1.6,900.0,0,5.0,1,168,0.7440476190476191,200.0,8.0,96.48,34.176,6.803505257608338
24,0,40.4,15.02,168,0.99,832.0,0,5.0,1,196,0.8571428571428571,166.32,4.95,39.995999999999995,14.8698,6.725033642166843
33,0,78.5,28.49,156,1.29,1006.0,0,5.0,1,187,0.8342245989304813,201.24,6.45,101.265,36.7521,6.914730892718563
43,1,102.6,34.68,147,0.82,597.0,0,5.0,1,177,0.8305084745762712,120.53999999999999,4.1,84.13199999999999,28.4376,6.393590753950631
19,1,110.8,30.37,149,1.31,1074.0,0,5.0,1,201,0.7412935323383084,195.19,6.550000000000001,145.148,39.7847,6.980075940561763
18,0,60.9,19.01,126,1.11,699.0,0,5.0,1,202,0.6237623762376238,139.86,5.550000000000001,67.599,21.101100000000002,6.551080335043404
29,1,55.7,21.49,128,1.41,993.0,0,5.0,1,191,0.6701570680628273,180.48,7.05,78.537,30.300899999999995,6.901737206656574
22,1,110.5,29.98,144,1.16,919.0,0,5.0,1,198,0.7272727272727273,167.04,5.8,128.17999999999998,34.7768,6.824373670043086
54,1,55.2,18.88,152,0.77,579.0,0,5.0,1,166,0.9156626506024096,117.04,3.85,42.504000000000005,14.5376,6.363028103540465
49,1,46.5,15.72,120,1.4,832.0,0,5.0,1,171,0.7017543859649122,168.0,7.0,65.1,22.008,6.725033642166843
26,0,70.9,25.73,125,0.81,506.0,0,5.0,1,194,0.6443298969072165,101.25,4.050000000000001,57.42900000000001,20.8413,6.2285110035911835
58,1,74.6,24.36,137,1.09,739.0,0,5.0,1,162,0.845679012345679,149.33,5.45,81.314,26.552400000000002,6.606650186198215
52,1,45.1,15.24,129,0.93,594.0,0,5.0,1,168,0.7678571428571429,119.97000000000001,4.65,41.943000000000005,14.173200000000001,6.38856140554563
36,1,99.9,25.23,147,1.33,1075.0,0,5.0,1,184,0.7989130434782609,195.51000000000002,6.65,132.86700000000002,33.5559,6.98100574072173
33,1,117.0,45.14,130,1.04,744.0,0,5.0,1,187,0.6951871657754011,135.20000000000002,5.2,121.68,46.9456,6.61338421837956
20,0,75.9,25.36,152,1.39,1056.0,0,5.0,1,200,0.76,211.27999999999997,6.949999999999999,105.501,35.2504,6.963189985870238
37,0,71.2,26.47,120,1.11,666.0,0,5.0,1,183,0.6557377049180327,133.20000000000002,5.550000000000001,79.03200000000001,29.381700000000002,6.502790045915623
41,1,78.8,26.64,132,1.01,660.0,0,5.0,1,179,0.7374301675977654,133.32,5.05,79.588,26.9064,6.493753839851686
50,1,50.6,17.72,156,1.31,1012.0,0,5.0,1,170,0.9176470588235294,204.36,6.550000000000001,66.286,23.2132,6.920671504248683
41,1,82.5,25.75,139,1.69,1163.0,0,5.0,1,179,0.776536312849162,234.91,8.45,139.42499999999998,43.5175,7.059617628291383
28,1,108.5,33.86,120,1.33,878.0,0,5.0,1,192,0.625,159.60000000000002,6.65,144.305,45.0338,6.778784897685177
25,1,49.9,12.73,122,1.15,772.0,0,5.0,1,195,0.6256410256410256,140.29999999999998,5.75,57.38499999999999,14.6395,6.650279048587422
53,1,125.1,34.29,137,0.52,353.0,0,5.0,1,167,0.8203592814371258,71.24000000000001,2.6,65.05199999999999,17.8308,5.869296913133774
55,0,79.7,28.92,160,1.06,763.0,0,5.0,1,165,0.9696969696969697,169.60000000000002,5.300000000000001,84.48200000000001,30.655200000000004,6.638567789166521
57,1,126.8,47.72,133,0.96,632.0,0,5.0,1,163,0.8159509202453987,127.67999999999999,4.8,121.728,45.8112,6.450470422144176
37,0,54.6,22.15,150,1.31,982.0,0,5.0,1,183,0.819672131147541,196.5,6.550000000000001,71.52600000000001,29.0165,6.890609120147166
52,0,47.8,20.16,146,1.34,880.0,0,5.0,1,168,0.8690476190476191,195.64000000000001,6.7,64.052,27.014400000000002,6.78105762593618
42,1,97.9,26.84,136,1.01,680.0,0,5.0,1,178,0.7640449438202247,137.36,5.05,98.879,27.1084,6.523562306149512
52,0,63.1,26.61,165,1.36,1010.0,0,5.0,1,168,0.9821428571428571,224.4,6.800000000000001,85.816,36.1896,6.918695219020472
42,0,72.4,25.35,148,1.07,713.0,0,5.0,1,178,0.8314606741573034,158.36,5.3500000000000005,77.468,27.124500000000005,6.570882962339584
46,0,58.9,20.38,155,1.52,1060.0,0,5.0,1,174,0.8908045977011494,235.6,7.6,89.528,30.9776,6.966967138613983
35,0,50.4,19.69,156,1.03,803.0,0,5.0,1,185,0.8432432432432433,160.68,5.15,51.912,20.280700000000003,6.6895992691789665
35,0,64.2,25.39,145,1.63,1182.0,0,5.0,1,185,0.7837837837837838,236.35,8.149999999999999,104.646,41.3857,7.075808863978387
19,0,58.8,18.77,136,1.4,952.0,0,5.0,1,201,0.6766169154228856,190.39999999999998,7.0,82.32,26.278,6.859614903654202
52,1,105.2,40.09,141,1.36,949.0,0,5.0,1,168,0.8392857142857143,191.76000000000002,6.800000000000001,143.072,54.52240000000001,6.856461984594587
33,0,45.9,20.4,144,0.92,662.0,0,5.0,1,187,0.7700534759358288,132.48000000000002,4.6000000000000005,42.228,18.768,6.4967749901858625
58,0,65.2,24.54,121,1.12,610.0,0,5.0,1,162,0.7469135802469136,135.52,5.6000000000000005,73.02400000000002,27.4848,6.415096959171596
53,0,56.3,17.57,141,1.52,964.0,0,5.0,1,167,0.844311377245509,214.32,7.6,85.576,26.706400000000002,6.872128101338986
50,1,90.0,31.14,124,0.81,497.0,0,5.0,1,170,0.7294117647058823,100.44000000000001,4.050000000000001,72.9,25.2234,6.210600077024653
21,0,60.0,20.76,123,1.97,1212.0,0,5.0,1,199,0.6180904522613065,242.31,9.85,118.2,40.897200000000005,7.10085190894405
50,1,51.5,17.61,155,1.48,1136.0,0,5.0,1,170,0.9117647058823529,229.4,7.4,76.22,26.0628,7.036148493750536
31,0,63.1,23.46,125,1.54,962.0,0,5.0,1,189,0.6613756613756614,192.5,7.7,97.174,36.1284,6.870053411798126
38,1,91.5,29.21,140,0.8,616.0,0,5.0,1,182,0.7692307692307693,112.0,4.0,73.2,23.368000000000002,6.424869023905388
37,1,48.7,17.46,132,1.39,1009.0,0,5.0,1,183,0.7213114754098361,183.48,6.949999999999999,67.693,24.2694,6.917705609835305
25,0,57.8,23.75,156,1.35,1053.0,0,5.0,1,195,0.8,210.60000000000002,6.75,78.03,32.0625,6.960347729101308
24,0,42.0,13.71,144,0.83,598.0,0,5.0,1,196,0.7346938775510204,119.52,4.1499999999999995,34.86,11.3793,6.395261598115449
20,1,128.4,34.83,145,0.63,502.0,0,5.0,1,200,0.725,91.35,3.15,80.89200000000001,21.942899999999998,6.220590170099739
34,0,74.2,30.1,158,1.47,1161.0,0,5.0,1,186,0.8494623655913979,232.26,7.35,109.074,44.247,7.057897937411856
50,1,89.6,31.75,139,1.79,1232.0,0,5.0,1,170,0.8176470588235294,248.81,8.95,160.384,56.8325,7.117205503164344
29,1,125.9,31.48,152,1.36,1137.0,0,5.0,1,191,0.7958115183246073,206.72000000000003,6.800000000000001,171.22400000000002,42.8128,7.037027614686276
39,1,105.5,26.64,133,0.81,593.0,0,5.0,1,181,0.7348066298342542,107.73,4.050000000000001,85.45500000000001,21.578400000000002,6.386879319362645
39,1,93.4,32.32,155,1.1,938.0,0,5.0,1,181,0.856353591160221,170.5,5.5,102.74000000000001,35.55200000000001,6.844815479208263
47,1,82.1,24.25,136,1.37,922.0,0,5.0,1,173,0.7861271676300579,186.32000000000002,6.8500000000000005,112.477,33.222500000000004,6.827629234502852
55,0,42.9,15.02,140,0.9,567.0,0,5.0,1,165,0.8484848484848485,126.0,4.5,38.61,13.518,6.342121418721152
55,1,128.4,45.49,165,1.13,923.0,0,5.0,1,165,1.0,186.45,5.6499999999999995,145.09199999999998,51.4037,6.828712071641684
25,1,112.4,29.26,135,1.42,1054.0,0,5.0,1,195,0.6923076923076923,191.7,7.1,159.608,41.5492,6.961296045910167
44,0,77.7,24.25,165,1.41,1047.0,0,5.0,1,176,0.9375,232.64999999999998,7.05,109.557,34.192499999999995,6.954638864880987
44,1,89.3,22.55,135,1.4,936.0,0,5.0,1,176,0.7670454545454546,189.0,7.0,125.01999999999998,31.57,6.842683282238422
51,0,70.3,29.26,139,1.4,876.0,0,5.0,1,169,0.8224852071005917,194.6,7.0,98.41999999999999,40.964,6.776506992372183
38,0,59.1,19.98,148,1.07,792.0,0,5.0,1,182,0.8131868131868132,158.36,5.3500000000000005,63.237,21.378600000000002,6.675823221634848
47,0,49.9,17.47,147,1.48,979.0,0,5.0,1,173,0.8497109826589595,217.56,7.4,73.852,25.8556,6.887552571664617
50,1,101.7,36.47,127,0.53,333.0,0,5.0,1,170,0.7470588235294118,67.31,2.6500000000000004,53.901,19.3291,5.811140992976701
45,1,93.0,25.49,143,1.03,729.0,0,5.0,1,175,0.8171428571428572,147.29,5.15,95.79,26.2547,6.593044534142437
50,1,87.4,34.14,122,0.77,465.0,0,5.0,1,170,0.7176470588235294,93.94,3.85,67.298,26.2878,6.144185634125646
22,0,55.1,21.26,144,1.62,1166.0,0,5.0,1,198,0.7272727272727273,233.28000000000003,8.100000000000001,89.26200000000001,34.4412,7.062191632286556
36,1,123.7,43.31,138,1.3,987.0,0,5.0,1,184,0.75,179.4,6.5,160.81,56.303000000000004,6.895682697747868
21,0,61.3,24.87,152,1.94,1474.0,0,5.0,1,199,0.7638190954773869,294.88,9.7,118.922,48.2478,7.29641326877392
52,1,72.3,19.21,121,1.46,874.0,0,5.0,1,168,0.7202380952380952,176.66,7.3,105.55799999999999,28.0466,6.774223886357614
34,0,69.2,29.56,134,1.36,911.0,0,5.0,1,186,0.7204301075268817,182.24,6.800000000000001,94.11200000000001,40.2016,6.815639990074331
45,1,81.4,31.4,141,1.14,796.0,0,5.0,1,175,0.8057142857142857,160.73999999999998,5.699999999999999,92.79599999999999,35.79599999999999,6.680854678790215
47,1,84.8,24.51,129,1.85,1181.0,0,5.0,1,173,0.7456647398843931,238.65,9.25,156.88,45.343500000000006,7.074963197966044
46,1,55.1,18.62,137,1.43,970.0,0,5.0,1,174,0.7873563218390804,195.91,7.1499999999999995,78.79299999999999,26.6266,6.878326468291325
23,0,59.0,18.62,141,1.67,1177.0,0,5.0,1,197,0.7157360406091371,235.47,8.35,98.53,31.0954,7.071573364211532
52,0,64.9,28.46,165,1.83,1359.0,0,5.0,1,168,0.9821428571428571,301.95,9.15,118.76700000000001,52.0818,7.215239978730097
58,1,109.7,35.82,168,1.01,840.0,0,5.0,1,162,1.037037037037037,169.68,5.05,110.797,36.178200000000004,6.734591659972948
54,1,78.4,21.72,146,0.81,585.0,0,5.0,1,166,0.8795180722891566,118.26,4.050000000000001,63.50400000000001,17.5932,6.373319789577012
41,0,76.7,23.94,132,1.4,832.0,0,5.0,1,179,0.7374301675977654,184.79999999999998,7.0,107.38,33.516,6.725033642166843
46,0,63.1,24.34,152,1.0,684.0,0,5.0,1,174,0.8735632183908046,152.0,5.0,63.1,24.34,6.529418838262226
48,0,62.9,25.2,124,1.98,1105.0,0,5.0,1,172,0.7209302325581395,245.52,9.9,124.542,49.896,7.00850518208228
52,1,85.6,28.27,145,1.84,1321.0,0,5.0,1,168,0.8630952380952381,266.8,9.200000000000001,157.504,52.0168,7.186901020411631
50,0,66.3,26.9,132,1.25,742.0,0,5.0,1,170,0.7764705882352941,165.0,6.25,82.875,33.625,6.610696044717759
38,1,61.3,15.8,146,1.37,1100.0,0,5.0,1,182,0.8021978021978022,200.02,6.8500000000000005,83.98100000000001,21.646000000000004,7.00397413672268
49,0,44.1,16.2,133,1.16,694.0,0,5.0,1,171,0.7777777777777778,154.28,5.8,51.156,18.791999999999998,6.543911845564792
40,1,63.8,24.31,143,1.3,1022.0,0,5.0,1,180,0.7944444444444444,185.9,6.5,82.94,31.602999999999998,6.930494765951626
50,0,55.4,23.06,122,1.85,1016.0,0,5.0,1,170,0.7176470588235294,225.70000000000002,9.25,102.49000000000001,42.661,6.92461239604856
20,0,74.7,29.92,166,1.04,863.0,0,5.0,1,200,0.83,172.64000000000001,5.2,77.688,31.1168,6.761572768804055
35,0,78.0,27.97,168,1.13,949.0,0,5.0,1,185,0.9081081081081082,189.83999999999997,5.6499999999999995,88.13999999999999,31.606099999999994,6.856461984594587
42,0,57.5,20.62,149,1.14,764.0,0,5.0,1,178,0.8370786516853933,169.85999999999999,5.699999999999999,65.55,23.5068,6.639875833826536
59,0,60.7,20.28,154,1.03,714.0,0,5.0,1,161,0.9565217391304348,158.62,5.15,62.52100000000001,20.8884,6.5722825426940075
48,1,69.0,22.79,167,1.48,1223.0,0,5.0,1,172,0.9709302325581395,247.16,7.4,102.12,33.7292,7.1098794630722715
20,0,75.8,23.92,133,1.42,944.0,0,5.0,1,200,0.665,188.85999999999999,7.1,107.636,33.9664,6.851184927493743
57,0,75.7,28.49,131,0.69,407.0,0,5.0,1,163,0.803680981595092,90.38999999999999,3.4499999999999997,52.233,19.658099999999997,6.0112671744041615
41,0,71.2,26.47,147,1.42,939.0,0,5.0,1,179,0.8212290502793296,208.73999999999998,7.1,101.104,37.587399999999995,6.84587987526405
49,1,85.0,30.12,163,1.82,1468.0,0,5.0,1,171,0.9532163742690059,296.66,9.1,154.70000000000002,54.818400000000004,7.292337176173877
39,0,63.6,26.13,148,1.22,903.0,0,5.0,1,181,0.8176795580110497,180.56,6.1,77.592,31.8786,6.806829360392176
40,1,73.2,19.45,162,0.81,722.0,0,5.0,1,180,0.9,131.22,4.050000000000001,59.29200000000001,15.7545,6.583409222158765
19,0,48.3,20.91,136,0.96,653.0,0,5.0,1,201,0.6766169154228856,130.56,4.8,46.367999999999995,20.0736,6.483107351457199
44,0,42.8,13.51,159,1.49,1066.0,0,5.0,1,176,0.9034090909090909,236.91,7.45,63.772,20.1299,6.9726062513017535
59,1,88.1,28.44,168,1.35,1123.0,0,5.0,1,161,1.0434782608695652,226.8,6.75,118.935,38.394000000000005,7.024649030453636
19,0,72.4,23.64,140,1.2,840.0,0,5.0,1,201,0.6965174129353234,168.0,6.0,86.88000000000001,28.368,6.734591659972948
43,1,73.2,20.71,142,1.17,822.0,0,5.0,1,177,0.8022598870056498,166.14,5.85,85.64399999999999,24.2307,6.71295620067707
34,1,110.5,31.94,139,1.42,1086.0,0,5.0,1,186,0.7473118279569892,197.38,7.1,156.91,45.3548,6.99117688712121
57,0,46.1,14.88,130,1.44,842.0,0,5.0,1,163,0.7975460122699386,187.2,7.199999999999999,66.384,21.4272,6.736966958001855
50,1,90.8,31.05,153,1.07,810.0,0,5.0,1,170,0.9,163.71,5.3500000000000005,97.156,33.2235,6.698268054115413
26,0,59.3,26.01,129,1.7,1096.0,0,5.0,1,194,0.6649484536082474,219.29999999999998,8.5,100.80999999999999,44.217,7.00033446027523
56,0,45.1,15.07,129,0.83,482.0,0,5.0,1,164,0.7865853658536586,107.07,4.1499999999999995,37.433,12.508099999999999,6.180016653652572
46,1,45.0,14.36,162,1.48,1187.0,0,5.0,1,174,0.9310344827586207,239.76,7.4,66.6,21.2528,7.080026499922591
59,1,89.4,34.06,125,1.43,885.0,0,5.0,1,161,0.7763975155279503,178.75,7.1499999999999995,127.842,48.7058,6.786716950605081
43,1,127.7,44.71,155,1.14,875.0,0,5.0,1,177,0.8757062146892656,176.7,5.699999999999999,145.578,50.96939999999999,6.775366090936392
52,1,70.9,23.97,143,1.31,927.0,0,5.0,1,168,0.8511904761904762,187.33,6.550000000000001,92.879,31.4007,6.833031732786201
42,0,49.2,21.87,131,1.15,678.0,0,5.0,1,178,0.7359550561797753,150.64999999999998,5.75,56.58,25.1505,6.520621127558696
41,0,62.3,19.44,162,1.99,1451.0,0,5.0,1,179,0.9050279329608939,322.38,9.95,123.97699999999999,38.6856,7.280697195384741
30,1,64.1,18.33,142,0.64,500.0,0,5.0,1,190,0.7473684210526316,90.88,3.2,41.023999999999994,11.7312,6.2166061010848646
24,0,69.7,22.76,146,1.41,1029.0,0,5.0,1,196,0.7448979591836735,205.85999999999999,7.05,98.277,32.0916,6.937314081223682
53,0,56.9,22.51,164,1.49,1100.0,0,5.0,1,167,0.9820359281437125,244.35999999999999,7.45,84.78099999999999,33.5399,7.00397413672268
37,0,53.0,18.13,156,1.13,881.0,0,5.0,1,183,0.8524590163934426,176.27999999999997,5.6499999999999995,59.88999999999999,20.4869,6.782192056006791
18,0,72.7,30.26,125,0.84,525.0,0,5.0,1,202,0.6188118811881188,105.0,4.2,61.068,25.418400000000002,6.26530121273771
25,1,76.5,19.91,120,0.67,442.0,0,5.0,1,195,0.6153846153846154,80.4,3.35,51.255,13.3397,6.093569770045136
33,1,113.6,28.69,125,1.38,949.0,0,5.0,1,187,0.6684491978609626,172.5,6.8999999999999995,156.76799999999997,39.5922,6.856461984594587
31,0,62.5,23.81,169,1.56,1318.0,0,5.0,1,189,0.8941798941798942,263.64,7.800000000000001,97.5,37.1436,7.1846291527173145
29,1,95.2,27.52,141,0.64,496.0,0,5.0,1,191,0.7382198952879581,90.24,3.2,60.928000000000004,17.6128,6.208590026096629
40,1,51.7,15.61,160,0.9,792.0,0,5.0,1,180,0.8888888888888888,144.0,4.5,46.53,14.049,6.675823221634848
32,1,105.3,37.76,143,0.57,448.0,0,5.0,1,188,0.7606382978723404,81.50999999999999,2.8499999999999996,60.020999999999994,21.523199999999996,6.1070228877422545
45,0,71.2,25.23,144,1.37,888.0,0,5.0,1,175,0.8228571428571428,197.28000000000003,6.8500000000000005,97.54400000000001,34.5651,6.790097235513905
51,0,78.1,34.25,134,0.92,555.0,0,5.0,1,169,0.7928994082840237,123.28,4.6000000000000005,71.852,31.51,6.320768294250582
19,0,50.6,17.93,145,1.21,877.0,0,5.0,1,201,0.7213930348258707,175.45,6.05,61.226,21.6953,6.777646593635117
49,1,70.2,19.65,127,0.7,440.0,0,5.0,1,171,0.7426900584795322,88.89999999999999,3.5,49.14,13.754999999999999,6.089044875446846
40,0,62.6,26.74,143,1.93,1380.0,0,5.0,1,180,0.7944444444444444,275.99,9.65,120.818,51.6082,7.2305631534092925
39,0,60.6,22.26,167,0.92,768.0,0,5.0,1,181,0.9226519337016574,153.64000000000001,4.6000000000000005,55.752,20.479200000000002,6.645090969505644
42,1,76.4,19.69,157,1.14,886.0,0,5.0,1,178,0.8820224719101124,178.98,5.699999999999999,87.096,22.4466,6.787844982309579
39,0,63.3,21.65,125,1.88,1175.0,0,5.0,1,181,0.6906077348066298,235.0,9.399999999999999,119.00399999999999,40.702,7.069874128458572
39,0,68.6,25.51,154,1.33,1024.0,0,5.0,1,181,0.850828729281768,204.82000000000002,6.65,91.238,33.92830000000001,6.932447891572509
59,1,123.3,34.89,161,1.3,1036.0,0,5.0,1,161,1.0,209.3,6.5,160.29,45.357,6.9440872082295275
23,1,107.0,28.43,120,1.35,891.0,0,5.0,1,197,0.6091370558375635,162.0,6.75,144.45000000000002,38.380500000000005,6.79346613258001
32,1,68.3,18.53,165,1.42,1289.0,0,5.0,1,188,0.8776595744680851,234.29999999999998,7.1,96.98599999999999,26.3126,7.162397497355718
54,0,47.8,18.67,155,1.19,830.0,0,5.0,1,166,0.9337349397590361,184.45,5.949999999999999,56.88199999999999,22.2173,6.7226297948554485
50,0,58.4,18.23,131,1.6,943.0,0,5.0,1,170,0.7705882352941177,209.60000000000002,8.0,93.44,29.168000000000003,6.8501261661455
25,0,74.3,25.41,157,1.43,1123.0,0,5.0,1,195,0.8051282051282052,224.51,7.1499999999999995,106.249,36.3363,7.024649030453636
